,artist,collab,weight
606,Cypress Hill,Mike Shinoda,1
607,Cypress Hill,Daron Malakian,1
608,Cypress Hill,Everlast,2
609,Cypress Hill,Marc Anthony,1
610,Cypress Hill,Pitbull,1
611,Marc Anthony,Pitbull,1
612,Cypress Hill,Tego Calderon,1
613,Cypress Hill,Damian Marley,2
614,Cypress Hill,Prodigy,2
615,Cypress Hill,Twin,2
616,Prodigy,Twin,2
617,Cypress Hill,Tim Armstrong,1
618,Cypress Hill,Kurupt,2
619,Cypress Hill,MC Ren,1
620,Cypress Hill,King Tee,1
621,MC Ren,King Tee,1
622,Cypress Hill,Redman,1
623,Cypress Hill,Method Man,1
624,Redman,Method Man,1
625,Cypress Hill,Kokane,1
626,Cypress Hill,Eminem,1
627,Cypress Hill,N.O.R.E.,1
628,Eminem,N.O.R.E.,1
629,Cypress Hill,Chino Moreno,1
630,Chino Moreno,Everlast,1
631,Cypress Hill,MC Eiht,2
632,Cypress Hill,Barron Ricks,8
633,Cypress Hill,Chace Infinite,2
634,Barron Ricks,Chace Infinite,2
635,Cypress Hill,Buddah Monks,15
636,Cypress Hill,RZA,1
637,Cypress Hill,U-God,1
638,RZA,U-God,1
639,Melleefresh,Boy Pussy,11
640,Melleefresh,Dirty 30,16
641,Melleefresh,Hoxton Whores,1
642,Melleefresh,Hotknife,1
643,Melleefresh,Alex G,1
644,Melleefresh,MC Flipside,1
645,Melleefresh,Chris Vench,1
646,Melleefresh,Jerome Robins,1
647,MC Flipside,Chris Vench,1
648,MC Flipside,Jerome Robins,1
649,Chris Vench,Jerome Robins,1
650,Melleefresh,Peter Brown,1
651,Melleefresh,Spekrfreks,13
652,Melleefresh,Calvertron,1
653,Spekrfreks,Melleefresh,8
654,Spekrfreks,John Henry Nyenhuis,3
655,Melleefresh,John Henry Nyenhuis,6
656,Melleefresh,Scandalis,1
657,Dirty 30,Scandalis,1
658,Spekrfreks,Billy Newton-Davis,1
659,Melleefresh,Billy Newton-Davis,1
660,Wolfgang Gartner,Wiley,1
661,Wolfgang Gartner,Trina,1
662,Wiley,Trina,1
663,Wolfgang Gartner,Negin Djafari,2
664,Wolfgang Gartner,DāM-FunK,1
665,Wolfgang Gartner,E-40,1
666,DāM-FunK,E-40,1
667,Wolfgang Gartner,D.A. Wallach,1
668,Wolfgang Gartner,Bobby Saint,1
669,Wolfgang Gartner,Gene Noble,1
670,Wolfgang Gartner,Marc Griffin,2
671,Wolfgang Gartner,J Hart,3
672,Wolfgang Gartner,A-Trak,2
673,Wolfgang Gartner,Sirah,3
674,A-Trak,Sirah,2
675,Wolfgang Gartner,atrak,1
676,atrak,Sirah,1
677,Wolfgang Gartner,Eve,3
678,Wolfgang Gartner,Jim Jones,3
679,Wolfgang Gartner,Cam’ron,3
680,Jim Jones,Cam’ron,3
681,Wolfgang Gartner,will.i.am,3
682,Wolfgang Gartner,Omarion,3
683,Dosem,Jeremy Olander,1
684,Dosem,Henry Saiz,1
685,Dosem,Marc Marzenit,1
686,Henry Saiz,Marc Marzenit,1
687,Dosem,Mathias Kaden,1
688,Dosem,Daniel Stefanik,1
689,Mathias Kaden,Daniel Stefanik,1
690,Dosem,Louder Bays,2
691,Dosem,AFFKT,1
692,Louder Bays,AFFKT,1
693,Joris Delacroix,Ornette,1
694,Joris Delacroix,Montmartre,1
695,Joris Delacroix,Findlay,1
696,Montmartre,Findlay,1
697,Joris Delacroix,Synapson,1
698,Joris Delacroix,Schérazade,1
699,Synapson,Schérazade,1
700,Joris Delacroix,Sirius Trema,1
701,Joris Delacroix,Nancy,3
702,Joris Delacroix,Calendar Songs,1
703,Joris Delacroix,Fabien Dalzin,1
704,Joris Delacroix,Caitlin,1
705,Fabien Dalzin,Caitlin,1
706,Joris Delacroix,Kevin Tisserand,1
707,nogfgoodnight,Rylan Taggart,2
708,space between me & you,Paul Angelo,2
709,space between me & you,Don Argento,2
710,Paul Angelo,Don Argento,2
711,Tydrous,Deeparture,2
712,Juan Sapia,Paul Thomas,1
713,Estiva,Grum,1
714,Grum,Solaris Heights,1
715,Grum,Sébastien Léger,1
716,Grum,Andre Sobota,1
717,Grum,Daniel Trim,1
718,Grum,Those Beats,1
719,Grum,Russ Chimes,1
720,Grum,Dmitry Molosh,1
721,Grum,Kassey Voorn,1
722,Grum,Origin Sound,1
723,Grum,Ejeca,1
724,Grum,Mia Dora Remix,1
725,Grum,Andre Crom,1
726,Paul Keeley,Michael Cassette,2
727,Grum,Genix,4
728,Grum,Tinlicker,1
729,Grum,Paul Thomas,1
730,Grum,Natalie Shay,7
731,Grum,Dom Youdan,4
732,Grum,Nicole Dash Jones,1
733,Grum,Jinadu,2
734,Grum,Kryder,1
735,Natalie Shay,Kryder,1
736,Grum,CYA,1
737,Natalie Shay,CYA,1
738,Lane 8,Kidnap,1
739,Lane 8,Yotto,1
740,Kidnap,Yotto,1
741,Dirty South,Rudy,1
742,Seven Lions,Jason Ross,1
743,Seven Lions,Paul Meany,1
744,Seven Lions,Grum,1
745,Jason Ross,Paul Meany,1
746,Jason Ross,Grum,1
747,Paul Meany,Grum,1
748,FM-84,Ollie Wride,1
749,FM-84,Josep,1
750,FM-84,Kane,1
751,Ollie Wride,Josep,1
752,Ollie Wride,Kane,1
753,Josep,Kane,1
754,Grum,Josep,1
755,Grum,Mark Summers,1
756,Grum,Federico Conti,1
757,Mark Summers,Federico Conti,1
758,Grum,Pablo Decoder,1
759,Grum,Tim Healey,1
760,Pablo Decoder,Tim Healey,1
761,Grum,Electric Youth,1
762,Grum,Shanice Steele,1
763,Grum,Sara Grimaldi,1
764,Grum,The Feathers,1
765,Grum,SB,1
766,alt-J,Little Simz,1
767,alt-J,OTG,1
768,Little Simz,OTG,1
769,alt-J,Pusha T,2
770,alt-J,Twin Shadow,1
771,Pusha T,Twin Shadow,1
772,alt-J,Tuka,2
773,alt-J,Jimi Charles Moody,1
774,alt-J,Danny Brown,2
775,alt-J,The Alchemist,2
776,alt-J,Trooko,3
777,Danny Brown,The Alchemist,2
778,Danny Brown,Trooko,2
779,The Alchemist,Trooko,2
780,alt-J,Hex,1
781,alt-J,Paigey Cakey,1
782,alt-J,ADP,1
783,Hex,Paigey Cakey,1
784,Hex,ADP,1
785,Paigey Cakey,ADP,1
786,alt-J,GoldLink,2
787,alt-J,Terrace Martin,2
788,GoldLink,Terrace Martin,2
789,alt-J,Pj Sin Suela,1
790,Pj Sin Suela,Trooko,1
791,alt-J,Lomepal,1
792,alt-J,Kontra K,2
793,alt-J,Rejjie Snow,2
794,alt-J,NOC,1
795,alt-J,Submerse,1
796,alt-J,brentonLABS,1
797,alt-J,David Sitek,1
798,alt-J,Jim James,1
799,alt-J,The Internet,1
800,alt-J,Ghostpoet,1
801,alt-J,Ben de Vries,1
802,alt-J,BlackBox,1
803,alt-J,Broadbandits,1
804,Thomas Oliver,Ashton Sellars,2
805,Thomas Oliver,Rhian Sheehan,1
806,Chipzel,Adriana Figueroa,1
807,Voicians,The Magic Puppet,2
808,Electrocado,Phria,1
809,Electrocado,Hypnagog,1
810,Electrocado,Slynk,1
811,Electrocado,CloZee,1
812,Electrocado,Bloom,1
813,Electrocado,Zebbler Encanti Experience,1
814,Electrocado,Amb,1
815,Electrocado,Shamango,1
816,Electrocado,Freddy Todd,1
817,Electrocado,Drumcorps,1
818,Electrocado,FM Radio Gods,1
819,Electrocado,Circuit Bent,1
820,Electrocado,Morgan Ågren,2
821,Sorrow,Galimatias,1
822,Sorrow,Shura,2
823,Sorrow,Rooflight,1
824,Sorrow,El Coma,1
825,El Coma,Shura,1
826,Sorrow,COMA,2
827,kLL sMTH,Tony Arroyo,1
828,kLL sMTH,iONik,1
829,Au5,Tasha Baxter,1
830,Au5,Nori,1
831,Au5,Ashley Apollodor,1
832,Au5,Evoke,1
833,Au5,Nasty Purple,1
834,Au5,Jess,1
835,Au5,Daniel Hanson,1
836,Au5,Bella Musser,1
837,COPYCATT,Zathlute,2
838,Slynk,Afro Q Ben,1
839,Slynk,Max Ribner,1
840,Afro Q Ben,Max Ribner,1
841,Slynk,Mr. Bill,2
842,Slynk,JPOD The Beat Chef,1
843,Slynk,Beat Fatigue,1
844,Slynk,Dunks,1
845,Slynk,Timothy Wisdom,1
846,Mr. Bill,Timothy Wisdom,1
847,Slynk,StereoCool,1
848,None Like Joshua,Whiteenglishgirl,1
849,None Like Joshua,Gunnarolla,1
850,None Like Joshua,Andrew Huang,1
851,Gunnarolla,Andrew Huang,1
852,Love,MO,1
853,ill-esha,Laura Roa Gomez,1
854,ill-esha,Gramski,1
855,ill-esha,Skinny Galizian,1
856,ill-esha,Reymir,1
857,Skinny Galizian,Reymir,1
858,ill-esha,Fabian Arias,1
859,ill-esha,Dakota Camacho,1
860,Fabian Arias,Dakota Camacho,1
861,ill-esha,Snowdenne,3
862,Buku,ill-esha,1
863,Amp Live,ill-esha,1
864,Amp Live,SAUCEmonster,1
865,ill-esha,SAUCEmonster,3
866,ChrisB.,ill-esha,1
867,ill-esha,The Digital Connection,1
868,ill-esha,BREDE,1
869,The Digital Connection,BREDE,1
870,Psymbionic,D.V.S*,1
871,Psymbionic,ill-esha,1
872,D.V.S*,ill-esha,1
873,ill-esha,Perkulat0r,1
874,ill-esha,kLL sMTH,1
875,ill-esha,The Originalz,1
876,ONE4ALL,ill-esha,1
877,ill-esha,Sauce,1
878,ill-esha,CloZee,1
879,Russ Liquid,ill-esha,1
880,Russ Liquid,SAUCEmonster,1
881,ill-esha,Zipporah,1
882,ill-esha,Joe Mousepad,1
883,Boilermakers,Goosebumpz,1
884,Goosebumpz,Shelley Davies,1
885,Crazy Daylight,Fretless Monk,1
886,Bison Briggz,Sam Anderson,1
887,Bison Briggz,Kris Evans,1
888,Bison Briggz,K-Loose,1
889,Bluey Robinson,Stefflon Don,1
890,Bluey Robinson,Bento.BDA,5
891,Bluey Robinson,WSTRN,1
892,Bluey Robinson,Louis Rei,1
893,Owl City,Adam Young,1
894,Owl City,Aloe Blacc,2
895,Owl City,SEKAI NO OWARI,1
896,Owl City,Hanson,2
897,Owl City,Jake Owen,2
898,Owl City,Sarah Russell,2
899,Owl City,Britt Nicole,2
900,Owl City,Mark Hoppus,1
901,Owl City,Carly Rae Jepsen,1
902,Owl City,Shawn Chrystopher,1
903,Cœur De Pirate,Alexandra Streliski,1
904,Cœur De Pirate,Loud,1
905,Cœur De Pirate,Arthur H,4
906,Cœur De Pirate,Marc Lavoine,5
907,Marc Lavoine,Arthur H,2
908,Arthur H,Marc Lavoine,2
909,Cœur De Pirate,Allan Kingdom,2
910,Cœur De Pirate,Felix Cartal,1
911,Cœur De Pirate,Julien Doré,1
912,Chynna,Junglepussy,1
913,Chynna,A$AP ANT,1
914,Chynna,KUR,1
915,Denise,Tony Colombo,1
916,Denise,Corrado,1
917,The Streets,Tame Impala,1
918,The Streets,IDLES,1
919,The Streets,Donae'o,2
920,The Streets,Greentea Peng,1
921,Donae'o,Greentea Peng,1
922,The Streets,Ms Banks,1
923,The Streets,Jesse James Solomon,1
924,The Streets,ELIZA,1
925,Jesse James Solomon,ELIZA,1
926,The Streets,Kasien,1
927,The Streets,Dapz on the Map,1
928,The Streets,Oscar #Worldpeace,1
929,The Streets,Jimothy Lacoste,1
930,The Streets,Hak Baker,1
931,The Streets,Rob Harvey,1
932,The Streets,Chris Lorenzo,1
933,The Streets,Professor Green,1
934,The Streets,High Contrast,1
935,The Streets,Outlaw Breaks,1
936,The Streets,Morph Resurrection,1
937,The Streets,Kano,2
938,The Streets,Lady Sovereign,1
939,The Streets,Tinchy Stryder,1
940,Kano,Donae'o,1
941,Kano,Lady Sovereign,1
942,Kano,Tinchy Stryder,1
943,Donae'o,Lady Sovereign,1
944,Donae'o,Tinchy Stryder,1
945,Lady Sovereign,Tinchy Stryder,1
946,The Streets,The Futureheads,1
947,The Streets,The Mitchell Brothers,1
948,The Streets,NERO,1
949,The Streets,Bruza,2
950,The Streets,Demon,1
951,The Streets,D Double E,2
952,Bruza,Demon,1
953,Bruza,Kano,1
954,Bruza,D Double E,2
955,Demon,Kano,1
956,Demon,D Double E,1
957,Kano,D Double E,1
958,The Streets,Ghetto,1
959,The Streets,Scratchy,1
960,Bruza,Ghetto,1
961,Bruza,Scratchy,1
962,D Double E,Ghetto,1
963,D Double E,Scratchy,1
964,Ghetto,Scratchy,1
965,The Streets,Roll Deep,1
966,The Streets,Mr Figit for Social Circles,1
967,The Streets,Ashley Beedle,1
968,Chris Lake,Marco Lys,6
969,RedRoche,Chris Lake,1
970,RedRoche,Marco Lys,1
971,Mind Electric,Chris Lake,1
972,Mind Electric,Marco Lys,1
973,Chris Lake,LA Riots,1
974,Marco Lys,LA Riots,1
975,Jordy Lishious,Chris Lake,1
976,Jordy Lishious,Marco Lys,1
977,PRC Freaks,Chris Lake,1
978,PRC Freaks,Sabb,1
979,PRC Freaks,Marco Lys,1
980,Chris Lake,Sabb,1
981,Sabb,Marco Lys,1
982,Sonny Fodera,Sam Tompkins,1
983,Sonny Fodera,Clementine Douglas,1
984,Sonny Fodera,KOLIDESCOPES,1
985,Sonny Fodera,Sinéad Harnett,2
986,KOLIDESCOPES,Sinéad Harnett,1
987,Sonny Fodera,Dan Caplen,1
988,Diplo,Sonny Fodera,1
989,Sonny Fodera,Laura Welsh,1
990,MK,Sonny Fodera,1
991,MK,Raphaella,1
992,Sonny Fodera,Raphaella,1
993,Sonny Fodera,Poppy Baskcomb,1
994,Sonny Fodera,Punctual,1
995,Sonny Fodera,Rug Wilson,1
996,Sonny Fodera,Matt Wilson,1
997,Punctual,Rug Wilson,1
998,Punctual,Matt Wilson,1
999,Rug Wilson,Matt Wilson,1
1000,Sonny Fodera,Vintage Culture,1
1001,Sonny Fodera,MKLA,1
1002,Vintage Culture,MKLA,1
1003,Sonny Fodera,Bru-C,1
1004,Sinéad Harnett,Bru-C,1
1005,Sonny Fodera,Kelli-Leigh,1
1006,Sonny Fodera,YOU,1
1007,Kelli-Leigh,YOU,1
1008,Sonny Fodera,Ella Eyre,1
1009,Biscits,Sonny Fodera,1
1010,Janai,Sonny Fodera,2
1011,Alex Mills,Kideko,1
1012,Alex Mills,Sonny Fodera,1
1013,Kideko,Sonny Fodera,1
1014,Shannon Saunders,Sonny Fodera,1
1015,Sinéad Harnett,Sonny Fodera,1
1016,Sonny Fodera,Josh Barry,1
1017,Sonny Fodera,Scrufizzer,1
1018,Sonny Fodera,ShezAr,2
1019,Sonny Fodera,Janai,5
1020,Sonny Fodera,Kideko,1
1021,Sonny Fodera,Alex Mills,5
1022,Kideko,Alex Mills,1
1023,Sonny Fodera,Yasmeen,5
1024,Sonny Fodera,Shannon Saunders,4
1025,Sonny Fodera,Kate Elsworth,4
1026,Sonny Fodera,Kwame,2
1027,Sonny Fodera,James Shoji,2
1028,James Shoji,Janai,2
1029,Sonny Fodera,Yasmin,4
1030,Sonny Fodera,Richard Walters,2
1031,Sonny Fodera,David Morales,1
1032,Yasmin,David Morales,1
1033,Sonny Fodera,Low Steppa,2
1034,Alex Mills,Low Steppa,1
1035,Sonny Fodera,Doorly,1
1036,Sonny Fodera,Justin Chalice,2
1037,Sonny Fodera,Natalie Conway,1
1038,Sonny Fodera,Wally Callerio,1
1039,Sonny Fodera,Mikey V.,1
1040,Wally Callerio,Mikey V.,1
1041,Sonny Fodera,Cajmere,3
1042,Sonny Fodera,Dajae,2
1043,Cajmere,Dajae,1
1044,Sonny Fodera,Da Sunlounge,1
1045,Sonny Fodera,Juliet Fox,1
1046,Sonny Fodera,Harvard Bass,1
1047,Sonny Fodera,Ari Lourdes,3
1048,Sonny Fodera,Amber Jolene,5
1049,Sonny Fodera,Gene Farris,1
1050,Sonny Fodera,Deep City Soul,1
1051,Sonny Fodera,Kim Swift,1
1052,Sonny Fodera,Walter Phillips,1
1053,Sonny Fodera,Russoul,1
1054,MISOGI,"nothing,nowhere.",1
1055,MISOGI,badXchannels,1
1056,MISOGI,Fifty Grand,2
1057,MISOGI,lil aaron,1
1058,MISOGI,Night Lovell,2
1059,MISOGI,Madeaux,1
1060,MISOGI,ManMan Savage,1
1061,Madeaux,ManMan Savage,1
1062,MISOGI,Apex Martin,1
1063,MISOGI,Lil West,1
1064,MISOGI,Pollari,2
1065,Apex Martin,Lil West,1
1066,Apex Martin,Pollari,1
1067,Lil West,Pollari,1
1068,MISOGI,Jimmy V,1
1069,MISOGI,Eric North,1
1070,MISOGI,Smitty the BG,1
1071,MISOGI,drip-133,1
1072,Jimmy V,Eric North,1
1073,Jimmy V,Pollari,1
1074,Jimmy V,Smitty the BG,1
1075,Jimmy V,drip-133,1
1076,Eric North,Pollari,1
1077,Eric North,Smitty the BG,1
1078,Eric North,drip-133,1
1079,Pollari,Smitty the BG,1
1080,Pollari,drip-133,1
1081,Smitty the BG,drip-133,1
1082,MISOGI,Curtis Heron,1
1083,MISOGI,Dylan Brady,1
1084,Curtis Heron,Night Lovell,1
1085,Curtis Heron,Fifty Grand,1
1086,Curtis Heron,Dylan Brady,1
1087,Night Lovell,Fifty Grand,1
1088,Night Lovell,Dylan Brady,1
1089,Fifty Grand,Dylan Brady,1
1090,MISOGI,Danny Seth,1
1091,MISOGI,MD$,1
1092,MISOGI,Aleksi Asiala,1
1093,Danny Seth,MD$,1
1094,Danny Seth,Aleksi Asiala,1
1095,MD$,Aleksi Asiala,1
1096,JUDGE,Biber,11
1097,JUDGE,Andi B.,1
1098,Biber,Andi B.,1
1099,JUDGE,FLOW,2
1100,Biber,FLOW,2
1101,JUDGE,MoskitozZ,1
1102,JUDGE,Onkel Noie,1
1103,Biber,MoskitozZ,1
1104,Biber,Onkel Noie,1
1105,MoskitozZ,Onkel Noie,1
1106,KennyHoopla,Travis Barker,8
1107,Lil West,Calboy,1
1108,Lil West,Baby Goth,1
1109,Lil West,Tommy Genesis,1
1110,Mikey The Magician,Fat Nick,1
1111,Mikey The Magician,Lil Peep,1
1112,Lambert,Martin Stollmayr,2
1113,Lambert,Room Trail,2
1114,Lambert,Tre B. Mal,1
1115,Lambert,Hexia,1
1116,Lambert,Cole Collective,1
1117,Lambert,Bob Drew,1
1118,Lambert,Hrafnhildur Melsteð,1
1119,Lambert,Jean Daeriou,1
1120,Lambert,Grand Ox,1
1121,Lambert,Giovanni DiMachelli,1
1122,Lambert,Pernille Solberg,1
1123,Lambert,Maral Moradi,1
1124,Lambert,Las Abuelas,1
1125,Lambert,Ging Gang Gong,1
1126,Lambert,Dekker,36
1127,Ella Vos,Baaku,1
1128,Ella Vos,Ghost Loft,1
1129,Ella Vos,Crystal Skies,1
1130,Ella Vos,Ruhde,1
1131,Ella Vos,Feki,1
1132,Ella Vos,Tschax,1
1133,Ella Vos,NATIIVE,1
1134,Ella Vos,Manu Dia,1
1135,Skylar Grey,Eminem,2
1136,Skylar Grey,Big Sean,1
1137,Skylar Grey,Travis Barker,2
1138,Big Sean,Travis Barker,1
1139,Skylar Grey,Angel Haze,1
1140,Michael Badal,Tiff Lacey,2
1141,Michael Badal,Sue McLaren,1
1142,Michael Badal,Lotte Kestner,1
1143,Michael Badal,Jan Johnston,1
1144,Michael Badal,HALIENE,1
1145,Michael Badal,Shanokee,1
1146,Michael Badal,Shift Four,1
1147,Michael Badal,Zoe Sky Jordan,1
1148,Shift Four,Zoe Sky Jordan,1
1149,Michael Badal,Zya,15
1150,Michael Badal,Synesthetic,1
1151,Zya,Synesthetic,1
1152,Michael Badal,Torin,1
1153,Zya,Torin,1
1154,Michael Badal,Midknights,1
1155,Zya,Midknights,1
1156,Michael Badal,Mike Mikhjian,1
1157,Zya,Mike Mikhjian,1
1158,Michael Badal,Maarten Hercules,1
1159,Zya,Maarten Hercules,1
1160,Michael Badal,deadmau5,1
1161,Zya,deadmau5,1
1162,Michael Badal,Apr0nz,1
1163,Zya,Apr0nz,1
1164,Michael Badal,Myon,1
1165,Michael Badal,Shane 54,1
1166,Zya,Myon,1
1167,Zya,Shane 54,1
1168,Myon,Shane 54,1
1169,Michael Badal,Noosh,1
1170,Zya,Noosh,1
1171,Zya,Tiff Lacey,1
1172,Michael Badal,Boogiebots,1
1173,Zya,Boogiebots,1
1174,Michael Badal,Lukosz,1
1175,Michael Badal,Zamarripa,1
1176,Zya,Lukosz,1
1177,Zya,Zamarripa,1
1178,Lukosz,Zamarripa,1
1179,Michael Badal,Matt David,1
1180,Michael Badal,Mike Hovsepian,1
1181,Zya,Matt David,1
1182,Zya,Mike Hovsepian,1
1183,Matt David,Mike Hovsepian,1
1184,BROHUG,Ibranovski,1
1185,Felix Cartal,Fjord,1
1186,Felix Cartal,Veronica,3
1187,Felix Cartal,Matilda,1
1188,Felix Cartal,Ofelia K,2
1189,Felix Cartal,Karen Harding,1
1190,Felix Cartal,Hanne Mjøen,1
1191,Felix Cartal,Lights,1
1192,Felix Cartal,Kiiara,1
1193,Felix Cartal,KROY,1
1194,Felix Cartal,Gabrielle Current,1
1195,Felix Cartal,Iselin,1
1196,Felix Cartal,Moon Bounce,1
1197,Felix Cartal,REGN,1
1198,Felix Cartal,Cœur De Pirate,1
1199,Felix Cartal,Daniela Andrade,1
1200,Felix Cartal,Victoria Zaro,1
1201,Felix Cartal,Miss Palmer,1
1202,Felix Cartal,Maja Ivarsson,1
1203,Felix Cartal,Beta Bow,1
1204,Felix Cartal,Johnny Whitney,1
1205,Felix Cartal,Todd Fink,1
1206,Major Lazer,Sia,1
1207,Major Lazer,Labrinth,1
1208,Major Lazer,Diplo,27
1209,Sia,Labrinth,11
1210,Sia,Diplo,11
1211,Labrinth,Diplo,1
1212,Major Lazer,Guaynaa,1
1213,Diplo,Guaynaa,1
1214,Major Lazer,J Balvin,2
1215,Major Lazer,El Alfa,2
1216,J Balvin,El Alfa,2
1217,J Balvin,Diplo,2
1218,El Alfa,Diplo,2
1219,Major Lazer,Aya Nakamura,1
1220,Major Lazer,Swae Lee,1
1221,Aya Nakamura,Swae Lee,1
1222,Aya Nakamura,Diplo,1
1223,Swae Lee,Diplo,1
1224,Major Lazer,Alessia Cara,2
1225,Alessia Cara,Diplo,2
1226,Major Lazer,LUDMILLA,1
1227,Major Lazer,ÀTTØØXXÁ,1
